type,id,geometry/type,geometry/coordinates/0,geometry/coordinates/1,geometry_name,properties/Nombre,properties/Direccion,properties/Zona,properties/Tipo,properties/ActividadEconomica,properties/MacroDistrito,properties/DistritoVarchar,properties/distrito,properties/owner,properties/usuario,properties/fechaActual,properties/observaciones,geometry
Feature,farmacias_smde.358,,,,geom,Farmacia El Sol,Av. Saavedra # 2106,MIRAFLORES,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",CENTRO,DISTRITO 2,,,,,,
Feature,farmacias_smde.359,Point,-68.13665727,-16.4967828,geom,Farmacia Israelita,Av. Mariscal Santa Cruz # 938,ROSARIO(COTAHUMA),Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",COTAHUMA,DISTRITO 6,6,,nhuanquiri,2016-06-09T22:40:25.497Z,,
Feature,farmacias_smde.360,Point,-68.13820594,-16.49382158,geom,Farmacias Alianza II,C. Evaristo Valle # 227,CENTRAL,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",CENTRO,DISTRITO 1,1,,nhuanquiri,2016-06-09T22:39:41.307Z,,
Feature,farmacias_smde.361,Point,-68.11876472,-16.49791663,geom,Farmacia Fabiola,Av. Brasil # 1647,MIRAFLORES,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",CENTRO,DISTRITO 2,2,,nhuanquiri,2016-06-09T22:39:04.450Z,,
Feature,farmacias_smde.362,,,,geom,Farmacia José Nicolás,Av. Sánchez Lima # 2574,SOPOCACHI,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",COTAHUMA,DISTRITO 3,,,,,,
Feature,farmacias_smde.363,,,,geom,Farmacia Panamericana,Av. Baptista # 823,14 DE SEPTIEMBRE,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",MAX PAREDES,DISTRITO 7,,,,,,
Feature,farmacias_smde.364,,,,geom,Farmacia Santa Ana Sucursal 1,Av. Ramiro Castillo # 480-C,VILLA EL CARMEN,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",PERIFERICA,DISTRITO 13,,,,,,
Feature,farmacias_smde.365,Point,-68.14052205,-16.493615,geom,Farmacia San Agustín,Av. Pando # 335,ROSARIO,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",CENTRO,DISTRITO 1,1,,nhuanquiri,2016-06-09T22:35:16.870Z,,
Feature,farmacias_smde.366,,,,geom,Mi Salud,C. Las Violetas,ACHUMANI,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",SUR,DISTRITO 18,,,,,,
Feature,farmacias_smde.367,Point,-68.12085945,-16.4999542,geom,Cormed - Comercializadora De Medicamentos,Av. Busch Edf. Girasoles # 1759,MIRAFLORES,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",CENTRO,DISTRITO 2,2,,nhuanquiri,2016-06-09T22:34:37.523Z,,
Feature,farmacias_smde.368,,,,geom,Farmacia Nueva Luna,Av. 6 de Agosto # 2264,SOPOCACHI,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",COTAHUMA,DISTRITO 3,,,,,,
Feature,farmacias_smde.369,,,,geom,Gedesa Ltda.,C. Díaz Romero # 1647,MIRAFLORES,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",CENTRO,DISTRITO 2,,,,,,
Feature,farmacias_smde.370,,,,geom,Gedesa Ltda.,C. Díaz Romero # 1647,MIRAFLORES BAJO,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",CENTRO,DISTRITO 2,,,,,,
Feature,farmacias_smde.371,Point,-68.11071548,-16.46562725,geom,Farmacia Heredia,Av. Ramiro Castillo # 175,VILLA EL CARMEN,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",PERIFERICA,DISTRITO 13,13,,nhuanquiri,2016-06-09T22:29:49.287Z,,
Feature,farmacias_smde.372,,,,geom,Farmacia San José,C. Juan XXIII # 11,MUNAYPATA,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",MAX PAREDES,DISTRITO 9,,,,,,
Feature,farmacias_smde.373,,,,geom,Venta de productos Naturales Morinda,Av. Mariscál Santa Cruz # 1295 Perrin,CENTRAL,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",CENTRO,DISTRITO 1,,,,,,
Feature,farmacias_smde.374,Point,-68.12759577,-16.51043498,geom,Farmacias Bolivia,Av. Sánchez Lima # 490 Pza. Abaroa,SOPOCACHI,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",COTAHUMA,DISTRITO 3,3,,nhuanquiri,2016-06-09T22:03:30.120Z,,
Feature,farmacias_smde.375,Point,-68.11860835,-16.47599477,geom,Farmacia Pribian,Av. Las Américas # 546,VILLA FATIMA,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",PERIFERICA,DISTRITO 13,13,,nhuanquiri,2016-06-09T22:02:46.257Z,,
Feature,farmacias_smde.376,,,,geom,Farmacias Gloria,C. Colón # 626,CENTRAL,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",CENTRO,DISTRITO 1,,,,,,
Feature,farmacias_smde.377,Point,-68.13024535,-16.50690107,geom,R.S.K. Distribuidora,Av. 20 de Octubre # 2052,SOPOCACHI,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",COTAHUMA,DISTRITO 3,3,,nhuanquiri,2016-06-09T22:00:56.570Z,,
Feature,farmacias_smde.378,,,,geom,Farmacia María Reina,Av. Hernando Siles # 6192,OBRAJES,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",SUR,DISTRITO 21,,,,,,
Feature,farmacias_smde.379,Point,-68.13797884,-16.51404805,geom,Farmacia Jaimes Freyre,C. Alberto Gutierrez # 2084,SOPOCACHI ALTO,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",COTAHUMA,DISTRITO 3,4,,nhuanquiri,2016-06-09T22:00:06.797Z,,
Feature,farmacias_smde.380,Point,-68.11886726,-16.50557336,geom,Emporio Oftalmológico,C. Francisco de Miranda # 2251,MIRAFLORES,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",CENTRO,DISTRITO 2,2,,nhuanquiri,2016-06-09T21:58:48.220Z,,
Feature,farmacias_smde.381,Point,-68.14888191,-16.4828364,geom,Farmacia Uncía,Av. Vásquez # 710,PURA PURA,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",MAX PAREDES,DISTRITO 10,10,,nhuanquiri,2016-06-09T21:57:48.580Z,,
Feature,farmacias_smde.382,,,,geom,Súper Farmacia Virgen de Copacabana XII,Av. Ballivián # 1613,CALACOTO,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",SUR,DISTRITO 19,,,,,,
Feature,farmacias_smde.383,,,,geom,Farmacia Santa Gema,Pza. Lira # 112,SOPOCACHI,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",COTAHUMA,DISTRITO 3,,,,,,
Feature,farmacias_smde.384,,,,geom,Súper Farmacia Virgen De Copacabana IX,Av. Mariscal Santa Cruz # 1297,CENTRAL,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",CENTRO,DISTRITO 1,,,,,,
Feature,farmacias_smde.385,Point,-68.12595103,-16.50952978,geom,Venta por menor de productos Farmacéuticos Medicinales,Av. 6 de Agosto # 2440,SOPOCACHI,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",COTAHUMA,DISTRITO 3,3,,nhuanquiri,2016-06-09T21:49:50.470Z,,
Feature,farmacias_smde.386,Point,-68.14735389,-16.48794939,geom,Ositolandia,Av. Quintanilla Zuazo # 538,PURA PURA,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",MAX PAREDES,DISTRITO 10,10,,nhuanquiri,2016-06-09T21:48:21.843Z,,
Feature,farmacias_smde.387,Point,-68.1389066,-16.50125101,geom,Farmacia Ayelen,C. Zoilo Flores # 1024,SAN PEDRO,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",COTAHUMA,DISTRITO 6,6,,nhuanquiri,2016-06-09T21:47:24.617Z,,
Feature,farmacias_smde.388,Point,-68.14005466,-16.50067085,geom,Farmacia Luz Mariana,C. Rodríguez # 614,SAN PEDRO BELEN,Comercio y Servicios,VENT.P/MAYOR DE PRODUC.FARMACEUTICOS Y MEDICINALES,COTAHUMA,DISTRITO 6,6,,nhuanquiri,2016-06-09T21:46:43.113Z,,
Feature,farmacias_smde.389,Point,-68.13644234,-16.49732622,geom,Súper Farmacia Virgen de Copacabana XV,Av. Mariscal Santa Cruz # 2150,SAN PEDRO BAJO,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",COTAHUMA,DISTRITO 6,6,,nhuanquiri,2016-06-22T16:00:04.680Z,,
Feature,farmacias_smde.390,Point,-68.12309988,-16.48365626,geom,Farmacia Alejandra,Av. Tejada Sorzano # 514,MIRAFLORES ALTO (PERIFERICA),Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",PERIFERICA,DISTRITO 12,0,,nhuanquiri,2016-06-09T21:43:58.117Z,,
Feature,farmacias_smde.391,,,,geom,Farmacia Niño Divino,Av. Mario Mercado # 1822,LLOJETA,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",COTAHUMA,DISTRITO 4,,,,,,
Feature,farmacias_smde.392,,,,geom,Farmacia Siglo XXI,Av. General Lanza # 990,SOPOCACHI,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",COTAHUMA,DISTRITO 3,,,,,,
Feature,farmacias_smde.393,Point,-68.14415961,-16.53307386,geom,Venta por Mayor de productos Farmacéuticos y Medicinales,Av. Max Fernández # 200,ALTO LLOJETA,Comercio y Servicios,VENT.P/MAYOR DE PRODUC.FARMACEUTICOS Y MEDICINALES,COTAHUMA,DISTRITO 4,4,,nhuanquiri,2016-06-09T21:36:05.260Z,,
Feature,farmacias_smde.394,,,,geom,Farmacia Mecofarma,C. Gral. Gonzales # 1190,SAN PEDRO BELEN,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",COTAHUMA,DISTRITO 6,,,,,,
Feature,farmacias_smde.395,Point,-68.11842128,-16.47645776,geom,Farmacia María Auxiliadora,Av. 15 de Abril # 511,VILLA FATIMA,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",PERIFERICA,DISTRITO 13,13,,nhuanquiri,2016-06-09T21:32:41.977Z,,
Feature,farmacias_smde.396,,,,geom,Farmacia Chávez,C. Los Pinos,LOS PINOS,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",SUR,DISTRITO 19,,,,,,
Feature,farmacias_smde.397,,,,geom,Vitalfarm,C. 9 de Abril # 810,ALTO CHIJINI,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",MAX PAREDES,DISTRITO 7,,,,,,
Feature,farmacias_smde.398,,,,geom,Farmacia Tayamar,Av. Defensores del Chaco C. 51 # 77,CHASQUIPAMPA,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",SUR,DISTRITO 19,,,,,,
Feature,farmacias_smde.399,Point,-68.14187358,-16.5002625,geom,Farmacia Salven,C. Ricardo Bustamante # 690,GRAN PODER,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",MAX PAREDES,DISTRITO 7,7,,nhuanquiri,2016-06-09T21:09:20.737Z,,
Feature,farmacias_smde.400,,,,geom,Súper Farmacia Virgen de Copacabana X,C. 17 y Av. Pról. 14 de Septiembre # 506,OBRAJES,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",SUR,DISTRITO 21,,,,,,
Feature,farmacias_smde.401,,,,geom,Farmacia Beni II,C. Aspiazu # 391,SOPOCACHI,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",COTAHUMA,DISTRITO 3,,,,,,
Feature,farmacias_smde.402,Point,-68.11617273,-16.49688416,geom,Farmacia Enrines,Av. 31 de Octubre # 1619,SAN ANTONIO,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",SAN ANTONIO,DISTRITO 15,15,,nhuanquiri,2016-06-09T20:50:22.297Z,,
Feature,farmacias_smde.403,,,,geom,Farmacia Venus,Av. Esteban Arce # 1851,VILLA COPACABANA,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",SAN ANTONIO,DISTRITO 14,,,,,,
Feature,farmacias_smde.404,,,,geom,Venta por menor de productos Farmacéuticos Medicinales,C. Adrián Patiño # 8317,SAN MIGUEL,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",SUR,DISTRITO 19,,,,,,
Feature,farmacias_smde.405,,,,geom,Farmacia Felicidad,C. Otero de la Vega # 1541,SAN PEDRO,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",COTAHUMA,DISTRITO 6,,,,,,
Feature,farmacias_smde.406,,,,geom,Farmacia Señor de Coata,Av. Entre Ríos # 1670,EL TEJAR,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",MAX PAREDES,DISTRITO 8,,,,,,
Feature,farmacias_smde.407,,,,geom,Farmairpavi,Av. Circunvalación # 116,UNION SAN JOSE,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",PERIFERICA,DISTRITO 13,,,,,,
Feature,farmacias_smde.408,,,,geom,Farmacia Luz de Dios,Av. I. de las Muñecas # 364,SAN SEBASTIAN,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",CENTRO,DISTRITO 1,,,,,,
Feature,farmacias_smde.409,Point,-68.12623207,-16.50799682,geom,Gramon Bolivia Ltda.,Av. Arce Edf. Serrano # 2308,CENTRAL,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",CENTRO,DISTRITO 1,1,,nhuanquiri,2016-06-09T20:48:03.617Z,,
Feature,farmacias_smde.410,Point,-68.14280239,-16.50704863,geom,Farmacia Lety,Av. Buenos Aires # 1646,VILLA NUEVO POTOSI,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",COTAHUMA,DISTRITO 5,5,,nhuanquiri,2016-06-09T20:47:28.497Z,,
Feature,farmacias_smde.411,,,,geom,Farmacia Beni,C. Nicolás Acosta # 571,SAN PEDRO,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",COTAHUMA,DISTRITO 6,,,,,,
Feature,farmacias_smde.412,,,,geom,Farmacia Arce,Av. Arce # 2580,SAN JORGE,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",CENTRO,DISTRITO 1,,,,,,
Feature,farmacias_smde.413,Point,-68.11626705,-16.4707295,geom,Farmacia Manus Dei,Av. Las Américas # 867,VILLA FATIMA,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",PERIFERICA,DISTRITO 13,13,,nhuanquiri,2016-06-09T20:44:23.747Z,,
Feature,farmacias_smde.414,Point,-68.14518139,-16.49625184,geom,Farmacia Tatiana,C. Max Paredes # 605,ROSARIO,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",CENTRO,DISTRITO 1,7,,nhuanquiri,2016-06-09T20:43:44.600Z,,
Feature,farmacias_smde.415,,,,geom,Farmacia,Av. Manco Kapac # 349,ROSARIO,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",CENTRO,DISTRITO 1,,,,,,
Feature,farmacias_smde.416,,,,geom,Farmacia Canadá,C. Max Paredes # 487,14 DE SEPTIEMBRE,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",MAX PAREDES,DISTRITO 7,,,,,,
Feature,farmacias_smde.417,Point,-68.14122337,-16.49796933,geom,Farmacia Zonia I,C. Max Paredes # 798,ROSARIO,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",CENTRO,DISTRITO 1,1,,nhuanquiri,2016-06-09T20:40:47.963Z,,
Feature,farmacias_smde.418,Point,-68.11584987,-16.49738018,geom,Farmacia Lucia,Av. 31 de Octubre # 1683,VILLA SAN ANTONIO BAJO,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",SAN ANTONIO,DISTRITO 15,15,,nhuanquiri,2016-06-09T20:40:07.310Z,,
Feature,farmacias_smde.419,Point,-68.13277506,-16.49870217,geom,Dismelab S.R.L.,C. Juan de la Riva # 1406,CENTRAL,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",CENTRO,DISTRITO 1,1,,nhuanquiri,2016-06-09T20:38:50.717Z,,
Feature,farmacias_smde.420,,,,geom,Farmacia Catedral,Av. García Lanza C. 15 # 250,ACHUMANI,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",SUR,DISTRITO 18,,,,,,
Feature,farmacias_smde.421,,,,geom,Farmacia el Cristo,Av. Montenegro Gral. El Triunfo # 716,CALACOTO,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",SUR,DISTRITO 19,,,,,,
Feature,farmacias_smde.422,Point,-68.14111669,-16.5101588,geom,Farmacia Copacabana,C. José V. Saravia # 1662,ALTO SAN PEDRO,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",COTAHUMA,DISTRITO 6,4,,nhuanquiri,2016-06-09T20:37:49.997Z,,
Feature,farmacias_smde.423,,,,geom,Farmacia Victoria,C. Pedro Salazar # 297,SOPOCACHI,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",COTAHUMA,DISTRITO 3,,,,,,
Feature,farmacias_smde.424,,,,geom,Farmacia Catedral,Av. Ballivián Esq. C. 20 # 1348,CALACOTO,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",SUR,DISTRITO 19,,,,,,
Feature,farmacias_smde.425,Point,-68.11688403,-16.49564162,geom,Farmacia Virgen de Cotoca,Av. Tito Yupanqui # 1394,VILLA COPACABANA,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",SAN ANTONIO,DISTRITO 14,14,,nhuanquiri,2016-06-09T20:36:17.900Z,,
Feature,farmacias_smde.426,,,,geom,Farmacia Vital,Av. Sánchez # 6400,IRPAVI,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",SUR,DISTRITO 18,,,,,,
Feature,farmacias_smde.427,,,,geom,Farmacia Alemana,Av. 6 de Agosto # 255 L-3,SAN JORGE,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",CENTRO,DISTRITO 1,,,,,,
Feature,farmacias_smde.428,,,,geom,Farmacia Pharma J4 - Med 2,C. 13 # 8289,CALACOTO,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",SUR,DISTRITO 19,,,,,,
Feature,farmacias_smde.429,,,,geom,Importación y Distribución de Medicamentos e Insumos,Av. Kollasuyo # 1884,ALTO MCAL. SANTA CRUZ,Comercio y Servicios,VENT.P/MAYOR DE PRODUC.FARMACEUTICOS Y MEDICINALES,MAX PAREDES,DISTRITO 8,,,,,,
Feature,farmacias_smde.430,,,,geom,Venta productos Odontológicos,C. Max Paredes # 874,GRAN PODER,Comercio y Servicios,"VENT.P/MENOR N.C.P. PRODUC.FARMAC,MEDIC,COSMET,TOC",MAX PAREDES,DISTRITO 7,,,,,,
Feature,farmacias_smde.431,Point,-68.14354609,-16.51104914,geom,Farmacia E y G,Av. Buenos Aires # 1683,TEMBLADERANI,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",COTAHUMA,DISTRITO 4,5,,nhuanquiri,2016-06-09T20:31:52.287Z,,
Feature,farmacias_smde.432,,,,geom,Romilab S.R.L.,C. Pedro Salazar # 694,SOPOCACHI,Comercio y Servicios,VENT.P/MAYOR DE PRODUC.FARMACEUTICOS Y MEDICINALES,COTAHUMA,DISTRITO 3,,,,,,
Feature,farmacias_smde.433,Point,-68.14051323,-16.49229746,geom,Farmacia José de Nazaret,Av. Pando # 221,SAN SEBASTIAN,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",CENTRO,DISTRITO 1,1,,nhuanquiri,2016-06-09T20:30:14.843Z,,
Feature,farmacias_smde.434,,,,geom,Comercio de Cosméticos,Av. Ballivián # 1110,CALACOTO,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",SUR,DISTRITO 19,,,,,,
Feature,farmacias_smde.435,,,,geom,Farmacia María Teresa,Av. Nieves Linares # 29,VILLA ARMONIA,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",SAN ANTONIO,DISTRITO 17,,,,,,
Feature,farmacias_smde.436,,,,geom,Farmacia David,Av. I. de las Muñecas # 310,SAN SEBASTIAN,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",CENTRO,DISTRITO 1,,,,,,
Feature,farmacias_smde.437,,,,geom,Farmacia Moisés,Av. Manco Kapac # 405,SAN SEBASTIAN,Comercio y Servicios,VENT.P/MAYOR DE PRODUC.FARMACEUTICOS Y MEDICINALES,CENTRO,DISTRITO 1,,,,,,
Feature,farmacias_smde.438,Point,-68.15793988,-16.48896777,geom,Venta al por menor de productos Farmacéuticos,Av. Cristo Vencedor # 2057,MUNAYPATA,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",MAX PAREDES,DISTRITO 9,8,,nhuanquiri,2016-06-09T20:23:09.790Z,,
Feature,farmacias_smde.439,Point,-68.12490484,-16.51068535,geom,Farmacia Cemdi,Av. 6 de Agosto # 2530,SOPOCACHI,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",COTAHUMA,DISTRITO 3,3,,nhuanquiri,2016-06-09T20:22:05.617Z,,
Feature,farmacias_smde.440,,,,geom,Farmacia Nelly,Av. J. Freyre Esq. A. Gonzales # 2379,SOPOCACHI ALTO,,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",COTAHUMA,DISTRITO 3,,,,,,
Feature,farmacias_smde.441,,,,geom,Farmacia Claret,Av. Buenos Aires # 1247,ALTO SAN PEDRO,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",COTAHUMA,DISTRITO 6,,,,,,
Feature,farmacias_smde.442,Point,-68.14284966,-16.50777847,geom,Farmacia Nicole Daniela,Av. Buenos Aires # 1727,ALTO SAN PEDRO,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",COTAHUMA,DISTRITO 6,6,,nhuanquiri,2016-06-09T20:19:06.623Z,,
Feature,farmacias_smde.443,,,,geom,Farmacia ABC,Av. Manco Kapac # 287,CENTRAL SAN SEBASTIAN,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",CENTRO,DISTRITO 1,,,,,,
Feature,farmacias_smde.444,Point,-68.15111878,-16.49278717,geom,Farmacia Atenas,C. Peñas # 479,VILLA VICTORIA,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",MAX PAREDES,DISTRITO 8,8,,nhuanquiri,2016-06-09T20:17:39.137Z,,
Feature,farmacias_smde.445,,,,geom,Farmacia Santa Cecilia,Av. Los Rosales # 3212,CALACOTO ALTO,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",SUR,DISTRITO 18,,,,,,
Feature,farmacias_smde.446,Point,-68.14460841,-16.49957019,geom,Farmacia Metropolitana,Av. Buenos Aires # 867,GRAN PODER,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",MAX PAREDES,DISTRITO 7,7,,nhuanquiri,2016-06-09T20:16:40.897Z,,
Feature,farmacias_smde.447,Point,-68.13752064,-16.5023846,geom,Farmacia Cruz Verde,C. Zoilo Flores Edf. Figliozzi # 2,SAN PEDRO,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",COTAHUMA,DISTRITO 6,6,,nhuanquiri,2016-06-09T20:13:16.710Z,,
Feature,farmacias_smde.448,Point,-68.14338904,-16.51042373,geom,Farmacia Libra,Av. Jaimes Freyre # 1000,SAN PEDRO ALTO,Comercio y Servicios,"VENT.P/MENOR PROD.FARMAC,MEDICI,COSMET, DE TOCADOR",COTAHUMA,DISTRITO 6,5,,nhuanquiri,2016-06-09T19:47:18.693Z,,
Feature,farmacias_smde.449,,,,geom,Farmacia María Alejandra,C. Illampu # 1161,SAN PEDRO BELEN,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",COTAHUMA,DISTRITO 6,,,,,,
Feature,farmacias_smde.450,,,,geom,Farmacia,Av. Buenos Aires # 1001,VILLA NUEVO POTOSI,Comercio y Servicios,"COMERC.ESP.P/MENOR DE PRODUC.FARMAC,MEDIC;FARMACIA",COTAHUMA,DISTRITO 5,,,,,,
